text,label
Why have you deleted the pyopengl tutorials??,0
"hey Tim, thanks for putting in the effort on explaining, how python and qt works. 

After following the tutorial, everything works fine, except that MyWindow doesn't refresh without focusing another application on my Mac first, so even if the event of the clicked button is recognised accordingly which can be seen with print in terminal, the button / labels do no show the new values. Switching to Safari and going then back to the Python Application, the label shows the new value.

Do you have any idea, why it doesn't refresh on the button event?",-1
"PyQt vs tkinter

Fight!",1
"Please number your tutorials. I only have date to sort by, and that only works in YouTube official.",0
Nice video.  What color theme are you using if you don't mind my asking?,1
"If you have already imported QtWidgets from PyQt5, why are you importing QApplication and QMainWindow separately?",0
"How do I use this for an exit button?
os.system(cmd)
QtCore.QCoreApplication.instance().quit()
OR self.close() don't seem to work when put into def quitAction(self) and invoked through quitbtn.clicked.connect(self.quitAction)",1
"Hi Tim, your videos are great, and y ou are an exceptionally talented young man. My question is....how do you personally go about learning this stuff? Do you read through the documentation on the PyQt website? Follow other tutorials? I'd love to learn the same way you learn.",1
"Hey Tim I feel as though you should inform everyone that if you don't tab things correctly while using sublime it can make the script fail. I spent about an hour copying your code trying to figure out why mine wasn't working, just to realize I had a few tabs off. Thanks for these videos so far!",1
Your videos teach and explain more than all the other videos I watch. I think Im gonna have to buy a Tim mug.,1
Pozdrawiam Pana Piotra Kozierskiego :),-1
In the next video you will show us how to change the button's position?,1
Nice video man 👍,1
i guess i love you,1
We could also use lamda right?,1
a very usefull information!!!,1
"Where did this ""connect"" came from? I tried using DIR, HELP, searching the documentation etc and i didn't find it. Thus, PyCharm won't auto-complete this. (Really beginner here sry)",0
Could you just add the self.label.adjustSize() directly to the clicked method instead of creating an update method?,1
What do you prefer pyQt5 or tkinter?,1
"I got ""Process finished with exit code -1073740791 (0xC0000409)""

Tried to fix it but couldn't do it, hopefully, it won't ruin the next tutorials.",0
your tutorials are great,1
Why not show the code from the designer?,0
"couldn't understand the line 8,
super(Mywindow,self).__init__()
can anyone explain?",0
You are the best.,1
"Hi Tim . Your videos are awesome, but I am having an issue in running the code in Python 3.7, Microsoft Visio. I am using Pylinter here. The error I am getting is "" illegal target for annotation python(parser-16) 3.7"" near  self,
def__init__(self):
        super(MyWindow, self).def__init__()
        self.setGeometry(100, 100, 300, 300)
        self.setWindowTitle(""Roy's Test"")
        self.initUI()


please advise",0
"dude.. can u help me out.. i mean like..  some tips and resources ... on how you self study .. a video maybe? please? .. it'd be really helpful.  

thank you",-1
"if you think Tim's video is not enough try reading the documentation, it have a lot more fun stuffs in it. https://www.riverbankcomputing.com/static/Docs/PyQt5/index.html",1
"Hey I need to store a returned value when a button is clicked that calls a method. Here is the code that I tried but I am not able to store the returned variable.

device_id_chk_x = 1

class GUIWindow(qtw.QWidget):
    def __init__(self, *args, **kwargs):
        super().__init__(*args, **kwargs)
        self.ui = Ui_Form()
        self.ui.setupUi(self)

        device_id = self.ui.radio_lm_x_button.clicked.connect(self.choose_device_id)

    def choose_device_id(self):
        if self.ui.radio_lm_x_button.isChecked():
            device_id = device_id_lm_x
            print(device_id)
            return device_id
How do I store the device_id that is returned from the method. Thanks in advance",-1
Is tkinter better or PQt5 or kivy??,1
Matplolib pls,1
very good tutorial,1
from where did you learned PyQt5?,1
why doesnt my button work,1
Hey guys please how i can make this button work more times ? I mean click button 3 times and label will change 3 times to something else. Is that possible ?,1
"Hi Tim, there is a error I got when close windows click over ""X"" right up window:
An exception has occurred, use %tb to see the full traceback.

SystemExit: 0


c:\users\danni\appdata\local\programs\python\python37-32\lib\site-packages\IPython\core\interactiveshell.py:3304: UserWarning: To exit: use 'exit', 'quit', or Ctrl-D.
  warn(""To exit: use 'exit', 'quit', or Ctrl-D."", stacklevel=1)",0
"Love your tutorials!With this GUI knowledge ia am building a app to store your accounts(passwords, usernames etc) iwth facial detection to login in.",1
"Hello, w
When I run this code in visual code this error appears:
 cannot import name 'QMainwindow' from 'PyQt5.QtWidgets'",0
"I get an import error when I run my python programs since I installed Anaconda, I need your help",0
What is your full name?,1
"Can someone explain b1.clicked.connect(clicked)




is connect() a function or a method? which class is this found under?",0
"My label's text won't change, and I have the exact same code as you. Please help me out.",1
"Hey guys. My label was not updating unless I manually resized the window... I'm using a mac and this problem was solved by adding self.update() after the self.update() line. 

Found the solution here --> https://stackoverflow.com/questions/57506101/qlabel-is-not-updated-unless-the-mainwindow-is-unfocused

Hope this helps.",-1
"Tim, you are my Python professor. I learned a lot from you. Thank you very much.
And would you please make a video about how to make a stand-alone executable file out of a whole project?",1
"My button won’t change the label’s text. I tried changing the clicked function to print to the console and that works fine, just I can’t change the label’s text.",0
very very  good . thanx,1
"without ""class MyWindow(QMainWindow):"" it worked. May be because in python everything is an object. Your videos good. Keep it up.
import sys
from PyQt5 import QtWidgets
from PyQt5.QtWidgets import QApplication, QMainWindow

count = 0

def window():
    def clicked(label):
        global count
        count += 1
        label.setText(f""Clicked {count}"")
        label.adjustSize()

    app = QApplication(sys.argv)

    win = QMainWindow()
    win.setGeometry(100, 100, 200, 200)
    win.setWindowTitle(""Main window"")

    label = QtWidgets.QLabel(win)
    label.move(50, 50)
    label.setText(""Display."")
    label.adjustSize()

    btn1 = QtWidgets.QPushButton(win)
    btn1.setText(""Click me."")
    btn1.clicked.connect(lambda : clicked(label))

    win.show()
    sys.exit(app.exec_())

window()",0
"No offense but at minute 5:34 when you're passing self as the argument on your initUI method in your MyWindow class, ""when you say if this is confusing , I really don't know what to say"", well programmers that don't come from an OOP background like myself, (I'm an embedded software developer and firmware developer I use C mainly), where the concept of classes, objects  and encapsulation is non-existing and down right unnecessary,  pushing the argument that writing your GUI in classes is better for readability proposes and then you come across some syntax you can't explain, when making  a tutorial that is kinda bad man, you're not transmitting confidence on what you're saying, therefore I can't really see your point of making a class My Window, for your main window, when you're only going to instance a main window once. Again no offense but you're complicating something that should be simpler to understand because you can't explain why you defend that writing your GUI, in an OO manner is better.",0
"My first label doesn't update when I press the button
I have to go to another window to update it manually
I am on mac and this is the code:

from PyQt5 import QtWidgets
from PyQt5.QtWidgets import QApplication, QMainWindow
import sys




class MyWindow(QMainWindow):
    def __init__(self):
        super(MyWindow, self).__init__()
        self.setGeometry(200, 200, 300, 300)
        self.setWindowTitle(""Tech With Tim!"")
        self.initUI()


    def initUI(self):
        self.label = QtWidgets.QLabel(self)
        self.label.setText(""My first label"")
        self.label.move(50, 50)


        self.b1 = QtWidgets.QPushButton(self)
        self.b1.setText(""Click me"")
        self.b1.clicked.connect(self.clicked)


    def clicked(self):
        self.label.setText(""You've pressed the button."")
        self.update()
    


    def update(self):
        self.label.adjustSize()






def window():
    app = QApplication(sys.argv)
    win = MyWindow()
    win.show()
    sys.exit(app.exec_())


window()",0
"you can pass in arguments to the function by using lambda, for e.g:
pushButton.clicked.connect(lambda: clicked(""hello""))
instead of having to create classes and stuff",-1
"How are you going to place  widgets, in the first video you said that we can do this by using our mouse but it seems like you are going to use commands, and there is a question: Why are using Qt if there is Tkinter? As a beginner, I'm a little confused)",0
"Tears from my eyes when I finally understood what ""self"" keyword here is all about. Thank You!!",1
Absolutely superb presentation! Worlds better (and more useful) than Udemy!,1
"Aristotle once said, “Knowing self is the beginning of all wisdom.” . My fear of classes has been replaced by understanding. Thanks Corey.",1
This video is 4 years old and still the best OOP tutorial in Python.,1
"In my 3 years of trying to learn object-oriented Python, not a single teacher adequately explained what the ""self"" keyword was for -- until now. Thank you again Mr. Schafer!",1
"""""SELF"""" the biggest mystery finally solved",1
"University professors should learn from you regarding "" how to teach students"". Love from India, sir.",1
I learnt more in this 15mins video than in my entire semester,1
"I don't know you but before recording this video, it is crystal clear that you asked yourself how can I be explaining better the concept of class/object to novice learners and you just nailed it. Huge thanks for great work man. We all humans should consider of adding perfectness to our professions. Cheers from Istanbul!",1
My work-colleague told me about your tutorials on Youtube. I am gonna buy that colleague a coffee.,1
This is the most amazing tutorial/ explanation on introduction to classes in python on the whole of YouTube. Thank you so much <3,1
A month of confusion fixed in 15 minutes. Excellent job. Subbed.,1
Not all heros wear capes. Corey you are the man!,1
You made a 14 year old understand what 'self ' is after 2 months of confusion. Thank you so much. Liked and subbed.,1
"Literally I was crying when I finally understand actual work of ""self"" keyword. 
Saviour !!!",1
I teach CS and Cory's channel is always my recommendation when a students needs supplemental material. Cory is my go to guy when I can't quite get through a particular student.  Thank you Mr. Schafer for saving my butt more than a few times. Ironic note. I actually have a dog named Brooklyn lol,1
"He explains why there is ""self"" while defining the method in the class at 8:05",1
I've just shown this video to my teacher. Now he's my student.,1
"This was great, you’re so easy to understand!",1
"I can't believe it, impossible became possible. I now understood what is ""self"" thanks a lot man. Can't thank you enough.",1
"thanks a lot bro!!! I finally understood what ""self"" keyword is.",1
"OMG. I have been struggling to wrap my brain around all this, and you explained it so well! It's actually coming together now. Thank you so much!",1
"Happy Guru Poornima, Corey!
(It's the day we salute our Teacher's for there efforts to make us knowledgeable).",1
I feel like i can learn Python.....Thank god for making Corey a human being,1
"after many trials to learn that ""self"" thingy, now i understand it after watching your video. my 3 remaining brain cells thank you",1
This is hands down the best OOP tutorial that has ever been created. Superb job!,1
"Without a doubt, the best explanation I have heard on class creation/usage in Python (or other OO languages), and how/why 'self' is used.  
Most of the other videos/lessons I've gone through simply state something like, ""Do it this way...because that's how it's done"". 
Your 15 minute explanation surpasses everything else I've seen on learning Python / OO programming.  
Liked & Subscribed!",1
"finally!! someone explained the mystery of ""self""🤗",1
This is literally the best python tutorial ever on Youtube. Thank you!!!,1
The best tutorial of OOP I have ever seen! Thank you so much!:D,1
"These guides are absolutely amazing, thank you!",1
"YES! THIS IS IT, I FINALLY UNDERSTOOD WHAT ""SELF"" keyword IS ALL ABOUT !
thank you so much !",1
"The ""self"" explanation is what makes the video more valuable. 😊",1
loving it. I just started learning python and its my first programming language. I love how this guy explains new words like classes and instances in such a clear way!! thank you,1
You are better organized than some paid courses. Bravo !,1
best  free content ever!! that self keyword explanation is really awesome. I was not able to understand it since a long time,1
"Amazing! I got stuck with these concepts when I was learning classes in Python today at www.codecademy.com. In Myanmar, I have never found even a single youtuber teaching Python. Thanks a lot!",1
"Thank you so much, this video taught me more than my professors 3 hour lecture!",1
I have struggled with OOP programming for years. Always worked around it. This made me understand Classes finally! Thank you very much.,1
I honestly wish I just sat in my room and watched your videos rather than going to university. Much clearer and much cheaper and less stress.,1
"Comparing this to JS was helpful to me. ""If you're coming from another language, the init method is similar to constructor()""",1
"my teachers couldn't explain  this in hours ,but he did in minutes thanks a lot sir .4",1
Great job explaining these concepts. Just what I needed! Thanks!,1
"The most well explained lesson about classes and instances, i've ever heard. i finally got it
Thanks Corey...u'r the best",1
"Coming from the Java side of the lake, the 'self'  keyword always confused me until now. Thanks!",1
Best explanation of `self` I've ever read/watched. Excellent - thanks.,1
"You, sir, have a gift!! Super clear. And you covered everything perfectly without making it feel overwhelming at all. Awesome! Thank you!",1
"You're a better teacher than my CompSci Prof, dude! THANK YOU!!",1
"4:33 That multiple line editing kinda blew my mind, it's done by holding alt if anyone is interested",1
"i literally started dancing when that explanation for self keyword finished, can't really thank you enough!",1
"Bro, I'm taking a Python Class and you have taught me more than my instructor has. Lol thank you sir",1
Just made a donation! Thank you so much Corey.,1
Thanks for that last part. I always get confused why and where to place self. The argument emp_2 is getting passed into the class function and thats why itll give an error if you dont put self in your class method,1
"I wish I could give a double-like to this video. Thank you so much! I was so scared of 'Classes' till today and with your explanation, it does not look that difficult!",1
"you are amazing... Finally i understood what ""self"" means... whoa",1
Perfect. I'm going through a statistics course using Python and this has helped me figure out how to read their code that uses classes,1
"Whoa! That was a great explanation of self and class. I'll be honest; I was struggling with the idea even with my professor who is a good guy.  But yeah, this makes a lot of sense. Classes are like functions were they further compartmentalize code  to be repeated much like what functions are but on a broader scale if that's correct?",1
this is amazing i think ill just stick with this channel for the rest of semester hahahaa big thanks!!,1
finally i understood what is classes init keyword and self thing. Bless you from pakistan <3,1
Firstly I really appreciate your work in making this video \n my question is how can I import a value from a class as a useful tool in another python file....?,1
"print(""thank you"")",1
"So, to speak abstractly, classes are just methods built into a language to avoid repetition and organize those schemes of avoiding repetition so they can be easily moved, built upon and called upon?",1
"how did you rename ""emp_1 to emp_2 quickly""?cool tutorial..thanks",1
"I finally understand ""self"" thank you!
Great tutorial series",1
"This video helped me a lot. I've been in search of such explaining video for long time and I found this. Honestly saying, adequate video to understand object- oriented programming in Pyhton.",1
"before 2 month ago, I try to learn OOPS, but I can not, Now I really like this matter. Thanks a lot master Corey Schafer",1
"thanks for making this video, really helpful! :)",1
"Very well explained, especially how ""Self"" works.. Even explained difference between a function and a method. Thanks a lot.",1
"Thank you, this saved my life and my grades!! <3",1
Watching all the ads so you never stop making videos.. Thanks so much for the great content!!,1
"Very helpful, accurate and clear explanations, much appreciated! Saved me a premium subscription to codecademy.com!",1
"How could you give this video a 'thump down'? It's an amazing tutorial, thank you Corey Schafer",1
"Thank you for explaining this in such a clear manner. I’m finally understanding object oriented programming! And believe me, I’ve been around for a long time, but have avoided object oriented programming! Now I have a new lease on life! Lol",1
Thank-you! I am at the end of the Codecademy Python 3 course and was really struggling with OOP concepts and wrapping my mind around it. Your explanation here was crystal clear.,1
"This was so helpful, I finally understand classes thankyou!",1
"Sir, I can't explain in words, how clean and clear your walkthrough was. 
Thank you very very very much. Subscribing",1
"I am right now fully understanding python oop. 
very thank you to the founder of this video because you made one of the greatest lesson I really want to learn.",1
Gladly subscribed “Corey” what a teacher!!!!,1
"I love how well Python classes are explained in this video, thank you! My current challenge is that the data I have is in the form of a list of dictionaries and I would like to pass them onto a class.",1
"Thank you this was so very helpful! I was glued to the screen for the entire duration of the video, very interesting :D",1
"Corey, you explanation on ""self"" is fantabulous. Long live!",1
you are too good to resist.. made simple to understand the concept which took years to know,1
"waw it's so amazing how you make things easy to understand that it's actually dangerous lol halfway into the video i thought if you don't fully understand by the end. you just need to start selling cars or deliver pizza.
thank you sir.",1
"Thank you Corey, very clear. The presentation has also a very adequate pace, not too slow, nor too fast.",1
"I’ve watched a few videos trying to get my head around classes and objects, and you make it so simple. Thanks so much for your clear explanation",1
"Great explanation, Corey! One of the best I've seen so far, thanks :) Greetings from Brazil",1
My teacher took whole semester for this still I wanted to withdraw but this guy here.......did that in 15 min Dayum!,1
"can we print out email from class Employee, I'm getting attribute error",0
"self, I HAVE FINALLY UNDERSTOOD YOU! HA! thx corey!",1
"So that's what ""self"" really means!",1
"I love this, short informative and I did understand the English well, very satisfied, thank you.",1
Clearest explanation I've seen.  Thank you!,1
This tutorial is so good. I just can't believe it is available for free. Graaacias! 😄🤓,1
thanks so much!!! your explanation for the 'self' is amazing! I learned Java first thus I am kinda confused why there is a self inside the arguments. Thanks!!,1
"Finally understood Class, In a way I could remember for a lifetime.  Thank you!",1
"So ""self"" is basically ""this"" in Javascript! thanks",1
"The explanation of 'self' releases a lot of confusion, thank you Corey.",1
I never thought I'll understand what 'self' actually means before watching this video. THANKS!,1
"watching in 2019, I am in shock as how well I understood this man <3",1
Thanks for clarifying my thoughts in this Python journey to becoming a Software Developer. I've always had a doubt in this career until I started this very first video.,1
